open,high,low,close,volume,marketCap,crypto_name,date,log_return
-0.1663337028241676,-0.1659504054838127,-0.16617478223510945,-0.16632277820041613,-0.22953304852243125,-0.1966272427771018,Aave,2020-10-02,
-0.1662335738986812,-0.1539492089716282,-0.16607165861523415,-0.15626925985684723,-0.22953304852243125,-0.1966272427771018,Aave,2020-10-03,53.253110445553496
-0.15616861585553757,-0.15584518744196774,-0.15619536673051118,-0.1563602646004676,-0.22953304852243125,-0.1966272427771018,Aave,2020-10-04,-0.11855439975311557
-0.15626511050425104,-0.15583740702118656,-0.1563727691597746,-0.1562563182946075,-0.22953304852243125,-0.19543904321803598,Aave,2020-10-05,0.10311869515952263
-0.15614718632132416,-0.15615417362186712,-0.15815514561790653,-0.15832253960758044,-0.2294724223595762,-0.1956805633812068,Aave,2020-10-06,-2.6272866862470194
-0.1582291466115178,-0.15819062863126904,-0.15909303803973562,-0.1587652165789338,-0.2294620517415834,-0.19573230779682224,Aave,2020-10-07,-0.6612151090334787
-0.15870981711855134,-0.15772861833963706,-0.1589502311122315,-0.15806222604187486,-0.22936057522821174,-0.19369080791554683,Aave,2020-10-08,0.994817748072394
-0.15796832562060611,-0.15723459514091093,-0.15765169624176745,-0.1574790348905911,-0.2294482540734486,-0.1934859439591075,Aave,2020-10-09,0.7602408989979628
-0.15738462816337728,-0.15652401473511857,-0.1569800455758692,-0.1570366729777311,-0.22942131559940648,-0.193330550635512,Aave,2020-10-10,0.54001612982605
-0.15694212955205653,-0.156515175457262,-0.15658379210865525,-0.15693601194188547,-0.229461083079703,-0.1932951903290738,Aave,2020-10-11,0.10760739950693615
-0.1568411199373718,-0.15596539278774627,-0.15657630345247509,-0.15644360813072045,-0.22939218123560712,-0.19312221823823086,Aave,2020-10-12,0.5667534257893236
-0.1563485727312459,-0.15539848647740734,-0.15641001103910254,-0.15665645911653783,-0.2293889180070178,-0.19319698873975147,Aave,2020-10-13,-0.2629275628740265
-0.15651400790427294,-0.15532957158287228,-0.1564039484164663,-0.1566197477921799,-0.22920736081414328,-0.1931840927500744,Aave,2020-10-14,0.028097034589407033
-0.15651119597720103,-0.15639897608481657,-0.15750865651106297,-0.15801357333821173,-0.2289213561964127,-0.19367371714648354,Aave,2020-10-15,-1.7783553600861874
-0.158135359304653,-0.15791307084687822,-0.15846849667811047,-0.1588775524527045,-0.2240374985387111,-0.1917603420888358,Aave,2020-10-16,-1.2615353869550936
-0.1587860976656878,-0.15806669600974427,-0.1585687739560347,-0.1585201541321648,-0.2250268618973634,-0.19152976855718692,Aave,2020-10-17,0.5170774010254521
-0.15842227028418354,-0.15831266564352453,-0.15839198510472816,-0.15863858119283641,-0.22532823207259464,-0.19160617111453107,Aave,2020-10-18,-0.1886480496528916
-0.15852794330838216,-0.1584523884059834,-0.159096842806607,-0.15954292258600045,-0.2244081967638147,-0.1921896019167918,Aave,2020-10-19,-1.4350126723456536
-0.15944409792267303,-0.15931856385164905,-0.1598548651962864,-0.1602749100220402,-0.22322888271072774,-0.19266183952557428,Aave,2020-10-20,-1.308499218018322
-0.16016859559583413,-0.15917794663288662,-0.15986528982391557,-0.15970565114782573,-0.22497575387422944,-0.19229458534087543,Aave,2020-10-21,1.0031870587569605
-0.15962497842457812,-0.15866323348041905,-0.15956184293151404,-0.1591572203851468,-0.22384388276729741,-0.19126275173816565,Aave,2020-10-22,0.8873777198611588
-0.1591216720568632,-0.1581650029330203,-0.15890522254533573,-0.15845910059303192,-0.2216225378262438,-0.1906913587109311,Aave,2020-10-23,1.0398401771267842
-0.15836549251765875,-0.15818481366595838,-0.1585500296985375,-0.15888534967099488,-0.22353811657190537,-0.19100912502732664,Aave,2020-10-24,-0.6475335197318455
-0.15879205556750023,-0.1584647387581137,-0.15877203050478556,-0.15918145693419128,-0.2249612789711972,-0.19122987134536004,Aave,2020-10-25,-0.47584697024951933
-0.15908838060865663,-0.158791611100339,-0.15926997433694093,-0.15953879602034196,-0.2243024216035962,-0.1914962656472006,Aave,2020-10-26,-0.5969134228218206
-0.15944598483774375,-0.15884619632991434,-0.15938855876367683,-0.15976081822275479,-0.22344213456590373,-0.1916617819647387,Aave,2020-10-27,-0.39198921103570256
-0.15966816793184782,-0.15945842438933822,-0.15987475757209635,-0.16023402250899313,-0.22323911983080164,-0.19201455312864096,Aave,2020-10-28,-0.8622263727541548
-0.16014172204283386,-0.15990456776608142,-0.16061486845968886,-0.1608635261605332,-0.22263909618394193,-0.1924838445991209,Aave,2020-10-29,-1.2484853139519019
-0.1607716877696046,-0.16012216409909258,-0.16070313021888016,-0.16045869373700156,-0.2214978875619704,-0.1919600581236924,Aave,2020-10-30,0.7932123615453849
-0.16036655856812895,-0.15995186220217403,-0.16034525035352296,-0.1607471691824595,-0.22343696044551592,-0.192181019076276,Aave,2020-10-31,-0.5851082803524861
-0.16065524650440893,-0.1602914148798665,-0.1605649194619472,-0.16056576077566553,-0.22437924605804524,-0.19202171574201288,Aave,2020-11-01,0.3467326868640425
-0.1604737033567228,-0.15976228918317054,-0.16039754240092446,-0.1607425839552162,-0.22046860816874206,-0.1921565735106014,Aave,2020-11-02,-0.3675277327772411
-0.16065065752692634,-0.1604774164216266,-0.1607534023442903,-0.1610651375451894,-0.2236299418288502,-0.19240845865365522,Aave,2020-11-03,-0.687269669491989
-0.16103609191926627,-0.16006246941622737,-0.161062684897421,-0.1605087744646596,-0.22067320079354572,-0.19195852602257282,Aave,2020-11-05,1.121010545261267
-0.16041677333139262,-0.15849427144062195,-0.16010016628376977,-0.15907589243047005,-0.21421724134056677,-0.19081641623672085,Aave,2020-11-06,2.4795280042408545
-0.15898273868190838,-0.1565198770492655,-0.15860345791194574,-0.15790169867784912,-0.2086780029000819,-0.1898588129383276,Aave,2020-11-07,1.689695695343058
-0.15780768001307813,-0.15589779299750722,-0.15773586455174013,-0.15615505981122524,-0.2113682224824611,-0.18845491761189276,Aave,2020-11-08,2.1288011634773825
-0.15605975553477888,-0.15523507175639709,-0.15635854904007448,-0.15593786437109575,-0.18939802949460383,-0.18827056598385003,Aave,2020-11-09,0.2256285279248877
-0.15584239804664513,-0.15302231878144032,-0.155705137884473,-0.1536239162194271,-0.1844299739666964,-0.18621944324744605,Aave,2020-11-10,2.2777112954922796
-0.15352674649355968,-0.1533059541541182,-0.15559927443617946,-0.15597355417155995,-0.19271213911461993,-0.18812149191502686,Aave,2020-11-11,-2.3469947317830653
-0.15587811983256306,-0.15500275049861187,-0.15622802601579608,-0.1565594093709619,-0.20411090634365026,-0.1885828065413052,Aave,2020-11-12,-0.6784370039172855
-0.15646439885030042,-0.15379773902169294,-0.15609886570205558,-0.15431192278823486,-0.1963808263896261,-0.18671674990224943,Aave,2020-11-13,2.345050457234906
-0.15421525987122364,-0.15338033583508678,-0.15477623294311238,-0.15362105081411528,-0.20419478261571603,-0.18613793772770543,Aave,2020-11-14,0.622793403057647
-0.15352387900624503,-0.15286214135322845,-0.1543447526025829,-0.154151818083311,-0.2026791934384614,-0.1865651390038776,Aave,2020-11-15,-0.5018791562180505
-0.15405503752084895,-0.1523309372527507,-0.15412419040627975,-0.1527137246758798,-0.20327686245649892,-0.18537739610564608,Aave,2020-11-16,1.259070914713792
-0.15233171398340337,-0.15130847817076404,-0.15259897749948503,-0.15143840682316928,-0.19720230948985243,-0.18431726464528156,Aave,2020-11-17,1.0076249002398843
-0.15133972803667897,-0.15137360989888454,-0.15285643691715303,-0.15205172508284295,-0.19923568574037434,-0.18479796273440463,Aave,2020-11-18,-0.49551563521005026
-0.15195330166448598,-0.15109192493696805,-0.1522943850678386,-0.15193236441584798,-0.20090970024906762,-0.1846844992362624,Aave,2020-11-19,0.08005430410246851
-0.15183394852991774,-0.1508248132135186,-0.15147025863377692,-0.15208359887034034,-0.20243977861890533,-0.18478486248293297,Aave,2020-11-20,-0.13566257593448408
-0.1519852945642879,-0.15180312529147116,-0.15282740387015145,-0.1529700810531974,-0.20478889085977223,-0.18551358738431542,Aave,2020-11-21,-0.7487293999353974
-0.15287242971800452,-0.1522165573046642,-0.15371274076228392,-0.15335198894304244,-0.20779540854154607,-0.18581286058653756,Aave,2020-11-22,-0.34615056250716525
-0.1532546178358613,-0.15238127089235412,-0.1532326564216704,-0.15269993052579597,-0.20663670408208076,-0.1852684614311008,Aave,2020-11-23,0.5446587819318908
-0.1525988194003119,-0.15226835951496984,-0.1531261440346281,-0.15367404202611307,-0.2094657046069595,-0.1860683717710766,Aave,2020-11-24,-0.8615648222809285
-0.15358132763589297,-0.15355158221817206,-0.15444929927530848,-0.15461633328902086,-0.21342869549327073,-0.18684368857904066,Aave,2020-11-25,-0.8978628385730553
-0.1545177236033651,-0.15398777653729206,-0.15625536853501903,-0.15419839323991116,-0.20016027086182606,-0.1864886494255445,Aave,2020-11-26,0.384911765655067
-0.15409928916594134,-0.1533269168816618,-0.15502172680902584,-0.15482006282643707,-0.20854650196900498,-0.18700013981204514,Aave,2020-11-27,-0.6151166508444001
-0.15411019001025902,-0.1531609451880438,-0.1539603767625666,-0.15327017287767059,-0.21271101364612363,-0.1857083758448735,Aave,2020-11-29,1.4264722291282754
-0.1531721080062737,-0.15132645130047404,-0.15261864170063544,-0.1518249525888033,-0.19958035857468426,-0.18449648653548711,Aave,2020-11-30,1.1835479601955956
-0.1517254663005582,-0.15143818504315634,-0.15220764660454872,-0.1521212335154165,-0.20156740085299502,-0.1847367120819736,Aave,2020-12-01,-0.25078481111005496
-0.1520243351165941,-0.1493865106767108,-0.1519103024501164,-0.14993329617390586,-0.18680507678323638,-0.18290225955608327,Aave,2020-12-02,1.6215945765512538
